responseid,starttime,endtime,verbal,direction,condition,consent,check,gender,age,answer,dv,extreme,stock
R_73ASpiD5Qdrb7JD,3/30/2018 12:00,3/30/2018 12:01,0,0,numeric,1,4,2,37,1,7,0,HEP
R_TuUxrfZTksLWmwF,3/30/2018 9:47,3/30/2018 9:49,0,0,numeric,1,4,2,38,1,7,0,CFX
R_1E42DVGAo4HxMTy,3/30/2018 12:16,3/30/2018 12:17,0,0,numeric,1,4,1,21,2,7,0,LPT
R_1NhnTQ4hvLdW36O,3/30/2018 9:40,3/30/2018 9:43,0,0,numeric,1,4,2,39,2,7,0,FII
R_eW2V5LinoMMzCyB,3/30/2018 9:30,3/30/2018 9:31,0,0,numeric,1,4,1,33,1,7,0,VET
R_3iydC8ebikOn0KD,3/30/2018 10:18,3/30/2018 10:19,0,0,numeric,1,4,1,38,1,5,0,CFX
R_3Gp3oW2Hvdx23zB,3/30/2018 11:17,3/30/2018 11:20,0,0,numeric,1,4,1,23,1,8,1,FII
R_3KJwpmiRFG60cdS,3/30/2018 12:19,3/30/2018 12:22,0,0,numeric,1,4,1,44,1,6,0,FII
R_e2wBLToblH6FQtj,3/30/2018 13:14,3/30/2018 13:17,0,0,numeric,1,4,1,25,2,6,0,TEP
R_3JttxDv8HYFPMko,3/30/2018 10:45,3/30/2018 10:47,0,0,numeric,1,4,1,25,1,7,0,RHI
R_xbCSXECCN4fXdOV,3/30/2018 9:33,3/30/2018 9:42,0,0,numeric,1,4,2,69,1,8,1,TEP
R_7OkIn0qF3F6xmiR,3/30/2018 11:19,3/30/2018 11:23,0,0,numeric,1,4,1,27,1,8,1,UFS
R_7PRDGhqIpXOBPrP,3/30/2018 9:32,3/30/2018 9:33,0,0,numeric,1,4,1,37,1,6,0,HEP
R_72uV7pGz0uto1eF,3/30/2018 11:40,3/30/2018 11:42,0,0,numeric,1,4,1,22,1,6,0,GIL
R_1LhcWhVowUNBbqJ,3/30/2018 10:04,3/30/2018 10:06,0,0,numeric,1,4,1,40,1,6,0,FII
R_10CKuadRyoPahFF,3/30/2018 9:30,3/30/2018 9:32,0,0,numeric,1,4,2,32,1,6,0,TEP
R_1gIoEN2MjMmPzq4,3/30/2018 11:19,3/30/2018 11:20,0,0,numeric,1,4,1,33,2,4,0,HEP
R_w7aR85M4W0aOnD3,3/30/2018 9:55,3/30/2018 9:57,0,0,numeric,1,4,1,31,2,7,0,HEP
R_1GIDC5OkoEwg4fp,3/30/2018 11:30,3/30/2018 11:32,0,0,numeric,1,4,2,30,2,6,0,RHI
R_2wN2Yd1ETYZJwKN,3/30/2018 14:11,3/30/2018 14:12,0,0,numeric,1,4,1,24,1,7,0,UFS
R_3RduYQxKuIdYspE,3/30/2018 9:59,3/30/2018 10:00,0,0,numeric,1,4,1,48,1,7,0,LPT
R_2sZTlqSTjMAIzHB,3/30/2018 9:25,3/30/2018 9:27,0,0,numeric,1,4,2,29,2,7,0,GIL
R_73ASpiD5Qdrb7JD,3/30/2018 12:00,3/30/2018 12:01,0,0,numeric,1,4,2,37,2,7,0,HEP
R_b72uEHxbP7yyLOp,3/30/2018 9:29,3/30/2018 9:30,0,0,numeric,1,4,1,38,2,7,0,SCI
R_1k1sFlelQpkVSRN,3/30/2018 10:54,3/30/2018 10:55,0,0,numeric,1,4,1,27,2,7,0,GIL
R_1pXVeozBuPsK26p,3/30/2018 9:33,3/30/2018 9:34,0,0,numeric,1,4,2,30,1,6,0,RHI
R_3m8CYkVbW0ow0b9,3/30/2018 9:52,3/30/2018 9:54,0,0,numeric,1,4,1,35,1,8,1,RHI
R_DFVWWsfG2SU9SU1,3/30/2018 11:03,3/30/2018 11:06,0,0,numeric,1,4,1,47,2,5,0,TEP
R_1eRIYZl6U78lMPx,3/30/2018 13:23,3/30/2018 13:25,0,0,numeric,1,4,2,60,1,7,0,TEP
R_6hbDsEO2dZsosOR,3/30/2018 11:15,3/30/2018 11:17,0,0,numeric,1,4,2,53,1,7,0,HEP
R_R9aRZqXIouVA3vz,3/30/2018 12:18,3/30/2018 12:19,0,0,numeric,1,4,1,31,1,6,0,GIL
R_2SukHwAzzrRggog,3/30/2018 9:48,3/30/2018 9:53,0,0,numeric,1,4,2,28,1,7,0,FII
R_3oRS9hNlivW8Qes,3/30/2018 9:57,3/30/2018 9:58,0,0,numeric,1,4,2,58,1,7,0,VET
R_sXbXgakQ51H1IRj,3/30/2018 9:38,3/30/2018 9:43,0,0,numeric,1,4,2,35,1,5,0,CFX
R_xbCSXECCN4fXdOV,3/30/2018 9:33,3/30/2018 9:42,0,0,numeric,1,4,2,69,2,7,0,TEP
R_3sazmx2OOfZ9qPn,3/30/2018 14:25,3/30/2018 14:30,0,0,numeric,1,4,2,29,1,7,0,RHI
R_2bNQe4s4VXOgt8d,3/30/2018 10:44,3/30/2018 10:45,0,0,numeric,1,4,1,26,1,6,0,SCI
R_3prMPy40JojXXUT,3/30/2018 9:34,3/30/2018 9:36,0,0,numeric,1,4,2,36,2,6,0,VET
R_3PirT8sLBw5yKaD,3/30/2018 9:31,3/30/2018 9:33,0,0,numeric,1,4,1,26,2,7,0,TEP
R_2sTLI3MhCvx6UkV,3/30/2018 9:40,3/30/2018 9:41,0,0,numeric,1,4,2,44,1,6,0,CFX
R_1pLQY5MCSXoPDkO,3/30/2018 10:15,3/30/2018 10:17,0,0,numeric,1,4,2,42,2,7,0,GIL
R_2DM2eMiHB1pOmnZ,3/30/2018 9:44,3/30/2018 9:45,0,0,numeric,1,4,1,23,2,7,0,RHI
R_pmEQ6KdJF2ICexr,3/30/2018 10:53,3/30/2018 10:55,0,0,numeric,1,4,1,40,1,5,0,FII
R_2aKMpFa6jfBtgTv,3/30/2018 10:10,3/30/2018 10:17,0,0,numeric,1,4,1,64,1,6,0,VET
R_3oRS9hNlivW8Qes,3/30/2018 9:57,3/30/2018 9:58,0,0,numeric,1,4,2,58,2,7,0,VET
R_80NiY50LbxoVTQl,3/30/2018 9:36,3/30/2018 9:38,0,0,numeric,1,4,1,33,1,7,0,UFS
R_2dW5bDagOExDWU8,3/30/2018 10:57,3/30/2018 10:59,0,0,numeric,1,4,1,46,2,6,0,CFX
R_8oTDjSYdc1Bc28p,3/30/2018 12:37,3/30/2018 12:38,0,0,numeric,1,4,1,24,2,7,0,TEP
R_2Enq8al0YGSXiit,3/30/2018 14:01,3/30/2018 14:02,0,0,numeric,1,4,2,28,1,6,0,FII
R_7X7mZFQNPdwifS1,3/30/2018 14:29,3/30/2018 14:31,0,0,numeric,1,4,1,23,1,7,0,GIL
R_1gu73dInzQuXexb,3/30/2018 11:20,3/30/2018 11:22,0,0,numeric,1,4,1,37,1,6,0,RHI
R_1er5VmnkZeyldqS,3/30/2018 10:13,3/30/2018 10:16,0,0,numeric,1,4,1,45,2,6,0,HEP
R_3fpZmeORGMq9hlu,3/30/2018 11:09,3/30/2018 11:11,0,0,numeric,1,4,2,24,1,7,0,CFX
R_3rJpSJxRdu49TWx,3/30/2018 12:25,3/30/2018 12:26,0,0,numeric,1,4,1,25,1,7,0,HEP
R_2QfIL5JLz533gKL,3/30/2018 9:42,3/30/2018 9:44,0,0,numeric,1,4,1,28,2,7,0,UFS
R_87JDf3HSFqr00Mh,3/30/2018 9:25,3/30/2018 9:26,0,0,numeric,1,4,2,24,1,7,0,FII
R_1F8p0vxwzE47ypL,3/30/2018 10:59,3/30/2018 11:01,0,0,numeric,1,4,1,24,2,7,0,SCI
R_1pVFmh4pNi5jNAs,3/30/2018 9:31,3/30/2018 9:35,0,0,numeric,1,4,2,56,1,7,0,CFX
R_7PRDGhqIpXOBPrP,3/30/2018 9:32,3/30/2018 9:33,0,0,numeric,1,4,1,37,2,6,0,HEP
R_2OPCMRQL1T9U8ao,3/30/2018 15:26,3/30/2018 15:27,0,0,numeric,1,4,2,31,1,6,0,FII
R_3nCXul0qWRx02Hz,3/30/2018 9:24,3/30/2018 9:26,0,0,numeric,1,4,1,58,2,7,0,TEP
R_aaPicSC4izPA3K1,3/30/2018 9:37,3/30/2018 9:39,0,0,numeric,1,4,2,30,1,6,0,FII
R_aWD9HKsH1RTdVOV,3/30/2018 9:54,3/30/2018 9:56,0,0,numeric,1,4,1,30,2,8,1,TEP
R_6s68nLaWNajZwn7,3/30/2018 13:53,3/30/2018 13:55,0,0,numeric,1,4,1,38,1,7,0,LPT
R_8223cjGbuqM8ff3,3/30/2018 9:33,3/30/2018 9:35,0,0,numeric,1,4,2,36,1,7,0,RHI
R_3qeXGEQt3yaR7Wz,3/30/2018 14:33,3/30/2018 14:35,0,0,numeric,1,4,1,32,1,7,0,FII
R_1gu73dInzQuXexb,3/30/2018 11:20,3/30/2018 11:22,0,0,numeric,1,4,1,37,2,6,0,RHI
R_3kaMLV7TxLYfhcF,3/30/2018 9:37,3/30/2018 9:39,0,0,numeric,1,4,2,54,2,5,0,FII
R_3qakpuADaA1bvTR,3/30/2018 13:46,3/30/2018 13:48,0,0,numeric,1,4,2,32,1,7,0,LPT
R_3qWCAJ3EqdDOEPu,3/30/2018 9:36,3/30/2018 9:40,0,0,numeric,1,4,2,21,2,9,1,VET
R_3sazmx2OOfZ9qPn,3/30/2018 14:25,3/30/2018 14:30,0,0,numeric,1,4,2,29,2,7,0,RHI
R_3EWl6j6Nqa1RVoJ,3/30/2018 10:00,3/30/2018 10:02,0,0,numeric,1,4,1,37,2,6,0,SCI
R_25XzK2eMsx8mWml,3/30/2018 10:17,3/30/2018 10:18,0,0,numeric,1,4,1,27,1,3,0,FII
R_24i6lMYOglLsnyy,3/30/2018 9:27,3/30/2018 9:28,0,0,numeric,1,4,1,30,2,7,0,LPT
R_41p5oorjo5rqXbb,3/30/2018 9:47,3/30/2018 9:49,0,0,numeric,1,4,2,27,2,3,0,RHI
R_1CKH6B0Qge6VlOZ,3/30/2018 11:04,3/30/2018 11:05,0,0,numeric,1,4,1,28,2,5,0,UFS
R_3JttxDv8HYFPMko,3/30/2018 10:45,3/30/2018 10:47,0,0,numeric,1,4,1,25,2,7,0,RHI
R_3fTQLYBGk0Uld0L,3/30/2018 10:14,3/30/2018 10:22,0,0,numeric,1,4,2,33,1,7,0,HEP
R_2U5UpW3SWeCJaow,3/30/2018 9:36,3/30/2018 9:38,0,0,numeric,1,4,2,32,2,6,0,TEP
R_6hbDsEO2dZsosOR,3/30/2018 11:15,3/30/2018 11:17,0,0,numeric,1,4,2,53,2,7,0,HEP
R_1luai7jrkxKuKix,3/30/2018 9:26,3/30/2018 9:27,0,0,numeric,1,4,1,36,2,5,0,VET
R_sXbXgakQ51H1IRj,3/30/2018 9:38,3/30/2018 9:43,0,0,numeric,1,4,2,35,2,7,0,CFX
R_2wnUxt0xVBIswWq,3/30/2018 9:36,3/30/2018 9:38,0,0,numeric,1,4,2,58,1,1,0,SCI
R_1CKH6B0Qge6VlOZ,3/30/2018 11:04,3/30/2018 11:05,0,0,numeric,1,4,1,28,1,5,0,UFS
R_1dGf2Kbrmi0cVoD,3/30/2018 11:11,3/30/2018 11:14,0,0,numeric,1,4,1,29,2,7,0,RHI
R_3no7nN4jribVbsB,3/30/2018 13:20,3/30/2018 13:23,0,0,numeric,1,4,2,22,1,7,0,VET
R_1NeKt5Ek1b8PPld,3/30/2018 9:49,3/30/2018 9:52,0,0,numeric,1,4,2,37,2,7,0,FII
R_1lhEaQDcrq7ntaH,3/30/2018 10:46,3/30/2018 10:49,0,0,numeric,1,4,1,34,1,5,0,FII
R_2y3JuvwLLcE3Rqk,3/30/2018 9:49,3/30/2018 9:50,0,0,numeric,1,4,2,26,2,7,0,GIL
R_a97JxkPzP5F8yNb,3/30/2018 14:09,3/30/2018 14:17,0,0,numeric,1,4,2,42,2,6,0,LPT
R_2v30YTQU35ieDzY,3/30/2018 14:39,3/30/2018 14:42,0,0,numeric,1,4,1,61,1,9,1,CFX
R_3Eo0W4fQ1oCayIC,3/30/2018 9:58,3/30/2018 9:58,0,0,numeric,1,4,1,27,2,6,0,VET
R_wXoBIWwoTbtlIlj,3/30/2018 10:12,3/30/2018 10:14,0,0,numeric,1,4,2,50,2,7,0,GIL
R_yjv2BWFLR3vwwY9,3/30/2018 9:27,3/30/2018 9:28,0,0,numeric,1,4,1,34,2,7,0,GIL
R_2xzzcH5lXMBkqCi,3/30/2018 10:12,3/30/2018 10:13,0,0,numeric,1,4,1,23,2,8,1,VET
R_41p5oorjo5rqXbb,3/30/2018 9:47,3/30/2018 9:49,0,0,numeric,1,4,2,27,1,2,0,RHI
R_1gARWWPtyjNFyIU,3/30/2018 13:55,3/30/2018 13:58,0,0,numeric,1,4,2,53,1,6,0,TEP
R_Q54DMlHU303Lw1H,3/30/2018 12:06,3/30/2018 12:08,0,0,numeric,1,4,2,28,1,6,0,TEP
R_3pmWjiFSb0aDlu7,3/30/2018 9:59,3/30/2018 9:59,0,0,numeric,1,4,1,24,1,8,1,FII
R_87zsc505z247p85,3/30/2018 9:26,3/30/2018 9:27,0,0,numeric,1,4,1,27,1,7,0,GIL
R_3jUp7NR6ejN2iGa,3/30/2018 13:57,3/30/2018 13:59,0,0,numeric,1,4,2,45,1,7,0,CFX
R_3DeCUgi3DBYa1aK,3/30/2018 9:26,3/30/2018 9:27,0,0,numeric,1,4,1,49,2,8,1,LPT
R_DFQriRyEv5F6zCx,3/30/2018 12:53,3/30/2018 12:55,0,0,numeric,1,4,1,29,1,6,0,CFX
R_1eDbmUDHI0IpaAR,3/30/2018 9:34,3/30/2018 9:36,0,0,numeric,1,4,1,29,2,7,0,CFX
R_2YxPefEKrX1swVH,3/30/2018 9:38,3/30/2018 9:39,0,0,numeric,1,4,2,34,1,7,0,SCI
R_302yJFEDiWRrG7R,3/30/2018 12:44,3/30/2018 12:46,0,0,numeric,1,4,2,66,2,7,0,HEP
R_3EPUaoCUdX2iiIJ,3/30/2018 13:11,3/30/2018 13:12,0,0,numeric,1,4,1,31,1,7,0,UFS
R_2lXuSvB59eyYach,3/30/2018 13:07,3/30/2018 13:08,0,0,numeric,1,4,2,44,1,5,0,VET
R_3fUK8wgXRFrAvLZ,3/30/2018 10:13,3/30/2018 10:14,0,0,numeric,1,4,2,22,2,7,0,CFX
R_2xFfZ5A204kpaZb,3/30/2018 10:25,3/30/2018 10:27,0,0,numeric,1,4,2,56,1,7,0,FII
R_3qwYCmIPpoNIc3i,3/30/2018 13:05,3/30/2018 13:10,0,0,numeric,1,4,1,30,2,7,0,UFS
R_2U4w2AkFMIegcXU,3/30/2018 9:30,3/30/2018 9:32,0,0,numeric,1,4,1,43,1,6,0,UFS
R_2QfIL5JLz533gKL,3/30/2018 9:42,3/30/2018 9:44,0,0,numeric,1,4,1,28,1,7,0,UFS
R_1gc0xAC5qtmN3Sc,3/30/2018 9:56,3/30/2018 9:59,0,0,numeric,1,4,2,29,1,7,0,GIL
R_2toq9zI0ScKqkvU,3/30/2018 10:21,3/30/2018 10:22,0,0,numeric,1,4,1,23,1,7,0,CFX
R_33C3sJ9yVhJFlvV,3/30/2018 9:49,3/30/2018 9:51,0,0,numeric,1,4,1,28,2,7,0,LPT
R_2wN2Yd1ETYZJwKN,3/30/2018 14:11,3/30/2018 14:12,0,0,numeric,1,4,1,24,2,7,0,UFS
R_sAmAjFGMTFatUFX,3/30/2018 11:36,3/30/2018 11:38,0,0,numeric,1,4,2,40,1,8,1,TEP
R_3RduYQxKuIdYspE,3/30/2018 9:59,3/30/2018 10:00,0,0,numeric,1,4,1,48,2,7,0,LPT
R_3fTQLYBGk0Uld0L,3/30/2018 10:14,3/30/2018 10:22,0,0,numeric,1,4,2,33,2,7,0,HEP
R_2y3px0fwh1057yk,3/30/2018 11:37,3/30/2018 11:38,0,0,numeric,1,4,1,35,2,7,0,UFS
R_3kaMLV7TxLYfhcF,3/30/2018 9:37,3/30/2018 9:39,0,0,numeric,1,4,2,54,1,5,0,FII
R_1Hc9h5NmDH3Lh9J,3/30/2018 10:15,3/30/2018 10:17,0,0,numeric,1,4,1,29,2,7,0,UFS
R_ZaEtDymYuHFrZU5,3/30/2018 11:40,3/30/2018 11:42,0,0,numeric,1,4,1,56,2,7,0,UFS
R_eMaTjSwGPMoKXzH,3/30/2018 11:47,3/30/2018 11:48,0,0,numeric,1,4,2,27,1,5,0,TEP
R_3qwYCmIPpoNIc3i,3/30/2018 13:05,3/30/2018 13:10,0,0,numeric,1,4,1,30,1,7,0,UFS
R_3m8i2WZQ0YVSdfH,3/30/2018 11:43,3/30/2018 11:45,0,0,numeric,1,4,2,28,2,8,1,RHI
R_2y3px0fwh1057yk,3/30/2018 11:37,3/30/2018 11:38,0,0,numeric,1,4,1,35,1,7,0,UFS
R_XYYdMbhWhNyWanT,3/30/2018 9:40,3/30/2018 9:42,0,0,numeric,1,4,1,36,2,7,0,TEP
R_1BSdBi2S0ylNK8N,3/30/2018 12:56,3/30/2018 12:58,0,0,numeric,1,4,2,30,2,7,0,FII
R_2ZVNCv5izQ5ksYp,3/30/2018 11:26,3/30/2018 11:28,0,0,numeric,1,4,1,42,2,7,0,FII
R_2aKMpFa6jfBtgTv,3/30/2018 10:10,3/30/2018 10:17,0,0,numeric,1,4,1,64,2,6,0,VET
R_ZKU7oWMegYqWAXT,3/30/2018 13:26,3/30/2018 13:28,0,0,numeric,1,4,1,71,1,6,0,GIL
R_eqGb5muPXdRbmqB,3/30/2018 9:35,3/30/2018 9:37,0,0,numeric,1,4,2,67,2,6,0,LPT
R_1GIDC5OkoEwg4fp,3/30/2018 11:30,3/30/2018 11:32,0,0,numeric,1,4,2,30,1,6,0,RHI
R_1jx0uMRGpAHzjpl,3/30/2018 11:01,3/30/2018 11:04,0,0,numeric,1,4,2,64,2,8,1,UFS
R_5o6FrarRw8JKhy1,3/30/2018 9:35,3/30/2018 9:37,0,0,numeric,1,4,2,46,1,7,0,UFS
R_TdvWWzgYC2QtK4p,3/30/2018 12:27,3/30/2018 12:29,0,0,numeric,1,4,2,22,2,7,0,UFS
R_2bPC5fEdDMgBtux,3/30/2018 13:36,3/30/2018 13:37,0,0,numeric,1,4,2,33,2,7,0,FII
R_87zsc505z247p85,3/30/2018 9:26,3/30/2018 9:27,0,0,numeric,1,4,1,27,2,7,0,GIL
R_2EujTtwLRQsqkeB,3/30/2018 10:49,3/30/2018 10:53,0,0,numeric,1,4,2,36,2,7,0,GIL
R_3PNUAELQvHlbNCJ,3/30/2018 10:59,3/30/2018 11:00,0,0,numeric,1,4,2,44,1,7,0,HEP
R_a97JxkPzP5F8yNb,3/30/2018 14:09,3/30/2018 14:17,0,0,numeric,1,4,2,42,1,7,0,LPT
R_2EujTtwLRQsqkeB,3/30/2018 10:49,3/30/2018 10:53,0,0,numeric,1,4,2,36,1,7,0,GIL
R_7OkIn0qF3F6xmiR,3/30/2018 11:19,3/30/2018 11:23,0,0,numeric,1,4,1,27,2,6,0,UFS
R_3rJpSJxRdu49TWx,3/30/2018 12:25,3/30/2018 12:26,0,0,numeric,1,4,1,25,2,8,1,HEP
R_1EbwYH0hSfDXeRi,3/30/2018 9:43,3/30/2018 9:47,0,0,numeric,1,4,1,34,2,7,0,RHI
R_TuUxrfZTksLWmwF,3/30/2018 9:47,3/30/2018 9:49,0,0,numeric,1,4,2,38,2,7,0,CFX
R_3Ey8UINUKUhasTo,3/30/2018 9:51,3/30/2018 9:55,0,0,numeric,1,4,2,65,1,7,0,LPT
R_1ONAoX3NS92fFQR,3/30/2018 14:20,3/30/2018 14:23,0,0,numeric,1,4,1,37,1,3,0,VET
R_1ONAoX3NS92fFQR,3/30/2018 14:20,3/30/2018 14:23,0,0,numeric,1,4,1,37,2,5,0,VET
R_3PirT8sLBw5yKaD,3/30/2018 9:31,3/30/2018 9:33,0,0,numeric,1,4,1,26,1,6,0,TEP
R_3EWl6j6Nqa1RVoJ,3/30/2018 10:00,3/30/2018 10:02,0,0,numeric,1,4,1,37,1,5,0,SCI
R_3Ww7lsx58XmlgCl,3/30/2018 9:42,3/30/2018 9:45,0,0,numeric,1,4,2,50,2,7,0,TEP
R_2rDh4tbuLH0rKh6,3/30/2018 10:31,3/30/2018 10:35,0,0,numeric,1,4,1,56,1,3,0,CFX
R_1OZwYGo46gDRk3H,3/30/2018 13:02,3/30/2018 13:04,0,0,numeric,1,4,2,28,1,7,0,SCI
R_e2wBLToblH6FQtj,3/30/2018 13:14,3/30/2018 13:17,0,0,numeric,1,4,1,25,1,7,0,TEP
R_5zHTJtPxOuSjf0t,3/30/2018 10:37,3/30/2018 10:39,0,0,numeric,1,4,2,63,2,7,0,VET
R_1gARWWPtyjNFyIU,3/30/2018 13:55,3/30/2018 13:58,0,0,numeric,1,4,2,53,2,7,0,TEP
R_V564qBbdp9NzSAV,3/30/2018 13:43,3/30/2018 13:44,0,0,numeric,1,4,2,33,1,6,0,HEP
R_6lnr35ToWrUTGAp,3/30/2018 9:25,3/30/2018 9:26,0,0,numeric,1,4,2,25,2,7,0,UFS
R_2v30YTQU35ieDzY,3/30/2018 14:39,3/30/2018 14:42,0,0,numeric,1,4,1,61,2,9,1,CFX
R_1pVFmh4pNi5jNAs,3/30/2018 9:31,3/30/2018 9:35,0,0,numeric,1,4,2,56,2,7,0,CFX
R_1NhnTQ4hvLdW36O,3/30/2018 9:40,3/30/2018 9:43,0,0,numeric,1,4,2,39,1,7,0,FII
R_qR8laBDP6oBMIbT,3/30/2018 13:02,3/30/2018 13:03,0,0,numeric,1,4,1,34,2,6,0,SCI
R_3OiSv02a0novKnn,3/30/2018 10:04,3/30/2018 10:05,0,0,numeric,1,4,1,31,2,7,0,VET
R_2eWK18VDtlv1PkI,3/30/2018 9:44,3/30/2018 9:50,0,0,numeric,1,4,1,33,1,7,0,FII
R_aWD9HKsH1RTdVOV,3/30/2018 9:54,3/30/2018 9:56,0,0,numeric,1,4,1,30,1,5,0,TEP
R_1cZH9XQD7Udrzx5,3/30/2018 10:03,3/30/2018 10:05,0,0,numeric,1,4,1,27,2,7,0,LPT
R_O0Cz611FDyJzthn,3/30/2018 9:47,3/30/2018 9:51,0,0,numeric,1,4,1,31,1,6,0,UFS
R_1mQ3XPPcEdKkS1q,3/30/2018 12:27,3/30/2018 12:28,0,0,numeric,1,4,1,34,1,6,0,CFX
R_2YxPefEKrX1swVH,3/30/2018 9:38,3/30/2018 9:39,0,0,numeric,1,4,2,34,2,6,0,SCI
R_2tsMdVTtPQHQcwo,3/30/2018 13:31,3/30/2018 13:33,0,0,numeric,1,4,2,27,2,7,0,LPT
R_BPK0stSMsVtZGkp,3/30/2018 13:18,3/30/2018 13:21,0,0,numeric,1,4,2,39,2,7,0,RHI
R_uzi7cfvvlFQr2dH,3/30/2018 11:57,3/30/2018 11:58,0,0,numeric,1,4,1,33,1,7,0,CFX
R_1rHdc7Q2grNYm9e,3/30/2018 12:50,3/30/2018 12:52,0,0,numeric,1,4,2,57,1,6,0,LPT
R_2qfRdRUKOh4ScoW,3/30/2018 12:38,3/30/2018 12:42,0,0,numeric,1,4,2,34,2,7,0,RHI
R_1eDbmUDHI0IpaAR,3/30/2018 9:34,3/30/2018 9:36,0,0,numeric,1,4,1,29,1,6,0,CFX
R_1K1FSU1E8h4W72p,3/30/2018 10:06,3/30/2018 10:08,0,0,numeric,1,4,1,33,1,6,0,VET
R_7X7mZFQNPdwifS1,3/30/2018 14:29,3/30/2018 14:31,0,0,numeric,1,4,1,23,2,7,0,GIL
R_1E42DVGAo4HxMTy,3/30/2018 12:16,3/30/2018 12:17,0,0,numeric,1,4,1,21,1,7,0,LPT
R_3nuy9LFSGY4WF8L,3/30/2018 10:35,3/30/2018 10:36,0,0,numeric,1,4,2,45,2,7,0,FII
R_9Thdj0GSuKyfOxP,3/30/2018 9:27,3/30/2018 9:29,0,0,numeric,1,4,1,25,2,7,0,HEP
R_2wnUxt0xVBIswWq,3/30/2018 9:36,3/30/2018 9:38,0,0,numeric,1,4,2,58,2,1,0,SCI
R_302yJFEDiWRrG7R,3/30/2018 12:44,3/30/2018 12:46,0,0,numeric,1,4,2,66,1,6,0,HEP
R_2SukHwAzzrRggog,3/30/2018 9:48,3/30/2018 9:53,0,0,numeric,1,4,2,28,2,7,0,FII
R_23V3HxNx0oNieLt,3/30/2018 11:11,3/30/2018 11:14,0,0,numeric,1,4,1,28,2,7,0,VET
R_2U4w2AkFMIegcXU,3/30/2018 9:30,3/30/2018 9:32,0,0,numeric,1,4,1,43,2,7,0,UFS
R_eqGb5muPXdRbmqB,3/30/2018 9:35,3/30/2018 9:37,0,0,numeric,1,4,2,67,1,3,0,LPT
R_ZIEYXpfpVpbRO81,3/30/2018 9:35,3/30/2018 9:36,0,0,numeric,1,4,1,30,2,5,0,LPT
R_31HhoIsLryLcu5m,3/30/2018 10:38,3/30/2018 10:39,0,0,numeric,1,4,1,36,1,2,0,HEP
R_1rkSANDcx5orZ6E,3/30/2018 9:34,3/30/2018 9:35,0,0,numeric,1,4,1,30,1,7,0,LPT
R_6s68nLaWNajZwn7,3/30/2018 13:53,3/30/2018 13:55,0,0,numeric,1,4,1,38,2,7,0,LPT
R_3Eo0W4fQ1oCayIC,3/30/2018 9:58,3/30/2018 9:58,0,0,numeric,1,4,1,27,1,7,0,VET
R_2U5UpW3SWeCJaow,3/30/2018 9:36,3/30/2018 9:38,0,0,numeric,1,4,2,32,1,6,0,TEP
R_pmEQ6KdJF2ICexr,3/30/2018 10:53,3/30/2018 10:55,0,0,numeric,1,4,1,40,2,6,0,FII
R_3nCXul0qWRx02Hz,3/30/2018 9:24,3/30/2018 9:26,0,0,numeric,1,4,1,58,1,7,0,TEP
R_1gIoEN2MjMmPzq4,3/30/2018 11:19,3/30/2018 11:20,0,0,numeric,1,4,1,33,1,3,0,HEP
R_33C3sJ9yVhJFlvV,3/30/2018 9:49,3/30/2018 9:51,0,0,numeric,1,4,1,28,1,7,0,LPT
R_BPK0stSMsVtZGkp,3/30/2018 13:18,3/30/2018 13:21,0,0,numeric,1,4,2,39,1,7,0,RHI
R_3fUK8wgXRFrAvLZ,3/30/2018 10:13,3/30/2018 10:14,0,0,numeric,1,4,2,22,1,7,0,CFX
R_yn1vBOB7tnsAoet,3/30/2018 10:57,3/30/2018 10:58,0,0,numeric,1,4,1,32,1,5,0,VET
R_2ttAItxJOm0pINJ,3/30/2018 9:31,3/30/2018 9:32,0,0,numeric,1,4,1,28,1,4,0,SCI
R_zUAB4vxMY196ifT,3/30/2018 9:30,3/30/2018 9:33,0,0,numeric,1,4,1,29,1,5,0,LPT
R_1fe1d0AorLiw9n1,3/30/2018 10:29,3/30/2018 10:31,0,0,numeric,1,4,2,39,2,7,0,SCI
R_2rDh4tbuLH0rKh6,3/30/2018 10:31,3/30/2018 10:35,0,0,numeric,1,4,1,56,2,3,0,CFX
R_UrrQq6kacjY2dVf,3/30/2018 10:26,3/30/2018 10:28,0,0,numeric,1,4,2,55,2,7,0,GIL
R_DFQriRyEv5F6zCx,3/30/2018 12:53,3/30/2018 12:55,0,0,numeric,1,4,1,29,2,6,0,CFX
R_1Qbw5HgemTBT0w9,3/30/2018 14:12,3/30/2018 14:15,0,0,numeric,1,4,2,22,2,6,0,GIL
R_3iydC8ebikOn0KD,3/30/2018 10:18,3/30/2018 10:19,0,0,numeric,1,4,1,38,2,5,0,CFX
R_0d2iVto8i7aODp7,3/30/2018 10:06,3/30/2018 10:07,0,0,numeric,1,4,1,38,2,7,0,RHI
R_eMaTjSwGPMoKXzH,3/30/2018 11:47,3/30/2018 11:48,0,0,numeric,1,4,2,27,2,5,0,TEP
R_3no7nN4jribVbsB,3/30/2018 13:20,3/30/2018 13:23,0,0,numeric,1,4,2,22,2,7,0,VET
R_XYYdMbhWhNyWanT,3/30/2018 9:40,3/30/2018 9:42,0,0,numeric,1,4,1,36,1,7,0,TEP
